id,download_url,binary_label,multilabel
A.Beautiful.Mind.2001__#00-37-40_00-40-31_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/A.Beautiful.Mind.2001__%2300-37-40_00-40-31_label_A.mp4,0,0
A.Beautiful.Mind.2001__#00-42-52_00-45-31_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/A.Beautiful.Mind.2001__%2300-42-52_00-45-31_label_A.mp4,0,0
A.Beautiful.Mind.2001__#00-45-40_00-47-30_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/A.Beautiful.Mind.2001__%2300-45-40_00-47-30_label_A.mp4,0,0
A.Beautiful.Mind.2001__#00-57-20_00-58-17_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/A.Beautiful.Mind.2001__%2300-57-20_00-58-17_label_A.mp4,0,0
A.Beautiful.Mind.2001__#00-58-18_01-02-30_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/A.Beautiful.Mind.2001__%2300-58-18_01-02-30_label_A.mp4,0,0
A.Beautiful.Mind.2001__#01-21-22_01-25-40_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/A.Beautiful.Mind.2001__%2301-21-22_01-25-40_label_A.mp4,0,0
A.Beautiful.Mind.2001__#01-26-10_01-28-00_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/A.Beautiful.Mind.2001__%2301-26-10_01-28-00_label_A.mp4,0,0
A.Beautiful.Mind.2001__#01-29-31_01-31-00_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/A.Beautiful.Mind.2001__%2301-29-31_01-31-00_label_A.mp4,0,0
A.Beautiful.Mind.2001__#01-39-05_01-41-00_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/A.Beautiful.Mind.2001__%2301-39-05_01-41-00_label_A.mp4,0,0
A.Beautiful.Mind.2001__#01-42-06_01-45-53_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/A.Beautiful.Mind.2001__%2301-42-06_01-45-53_label_A.mp4,0,0
A.Beautiful.Mind.2001__#01-46-20_01-48-10_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/A.Beautiful.Mind.2001__%2301-46-20_01-48-10_label_A.mp4,0,0
A.Beautiful.Mind.2001__#01-50-50_01-52-00_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/A.Beautiful.Mind.2001__%2301-50-50_01-52-00_label_A.mp4,0,0
A.Beautiful.Mind.2001__#01-52-20_01-58-00_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/A.Beautiful.Mind.2001__%2301-52-20_01-58-00_label_A.mp4,0,0
A.Beautiful.Mind.2001__#01-58-20_02-05-00_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/A.Beautiful.Mind.2001__%2301-58-20_02-05-00_label_A.mp4,0,0
About.Time.2013__#00-01-45_00-02-15_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2300-01-45_00-02-15_label_A.mp4,0,0
About.Time.2013__#00-04-20_00-05-35_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2300-04-20_00-05-35_label_A.mp4,0,0
About.Time.2013__#00-05-52_00-08-22_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2300-05-52_00-08-22_label_A.mp4,0,0
About.Time.2013__#00-08-55_00-10-50_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2300-08-55_00-10-50_label_A.mp4,0,0
About.Time.2013__#00-11-00_00-15-08_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2300-11-00_00-15-08_label_A.mp4,0,0
About.Time.2013__#00-16-18_00-17-27_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2300-16-18_00-17-27_label_A.mp4,0,0
About.Time.2013__#00-17-30_00-19-10_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2300-17-30_00-19-10_label_A.mp4,0,0
About.Time.2013__#00-20-35_00-23-06_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2300-20-35_00-23-06_label_A.mp4,0,0
About.Time.2013__#00-25-20_00-29-40_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2300-25-20_00-29-40_label_A.mp4,0,0
About.Time.2013__#00-33-52_00-38-31_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2300-33-52_00-38-31_label_A.mp4,0,0
About.Time.2013__#00-38-52_00-40-31_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2300-38-52_00-40-31_label_A.mp4,0,0
About.Time.2013__#00-42-52_00-45-31_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2300-42-52_00-45-31_label_A.mp4,0,0
About.Time.2013__#00-45-40_00-47-30_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2300-45-40_00-47-30_label_A.mp4,0,0
About.Time.2013__#00-49-48_00-51-12_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2300-49-48_00-51-12_label_A.mp4,0,0
About.Time.2013__#00-51-55_00-55-16_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2300-51-55_00-55-16_label_A.mp4,0,0
About.Time.2013__#00-56-40_01-02-02_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2300-56-40_01-02-02_label_A.mp4,0,0
About.Time.2013__#01-02-18_01-03-10_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2301-02-18_01-03-10_label_A.mp4,0,0
About.Time.2013__#01-04-40_01-06-59_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2301-04-40_01-06-59_label_A.mp4,0,0
About.Time.2013__#01-09-30_01-16-59_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2301-09-30_01-16-59_label_A.mp4,0,0
About.Time.2013__#01-17-00_01-19-40_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2301-17-00_01-19-40_label_A.mp4,0,0
About.Time.2013__#01-26-10_01-28-00_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2301-26-10_01-28-00_label_A.mp4,0,0
About.Time.2013__#01-30-25_01-33-56_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2301-30-25_01-33-56_label_A.mp4,0,0
About.Time.2013__#01-34-18_01-38-11_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2301-34-18_01-38-11_label_A.mp4,0,0
About.Time.2013__#01-39-05_01-46-40_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2301-39-05_01-46-40_label_A.mp4,0,0
About.Time.2013__#01-47-40_01-49-53_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2301-47-40_01-49-53_label_A.mp4,0,0
About.Time.2013__#01-50-20_01-56-30_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/About.Time.2013__%2301-50-20_01-56-30_label_A.mp4,0,0
Bad.Boys.1995__#00-12-52_00-15-08_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.1995__%2300-12-52_00-15-08_label_A.mp4,0,0
Bad.Boys.1995__#00-26-51_00-27-53_label_B2-0-0,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.1995__%2300-26-51_00-27-53_label_B2-0-0.mp4,1,2
Bad.Boys.1995__#00-34-10_00-35-15_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.1995__%2300-34-10_00-35-15_label_A.mp4,0,0
Bad.Boys.1995__#00-38-16_00-38-50_label_B2-0-0,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.1995__%2300-38-16_00-38-50_label_B2-0-0.mp4,1,2
Bad.Boys.1995__#00-39-10_00-39-42_label_B2-0-0,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.1995__%2300-39-10_00-39-42_label_B2-0-0.mp4,1,2
Bad.Boys.1995__#00-42-10_00-45-45_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.1995__%2300-42-10_00-45-45_label_A.mp4,0,0
Bad.Boys.1995__#01-00-02_01-01-39_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.1995__%2301-00-02_01-01-39_label_A.mp4,0,0
Bad.Boys.1995__#01-07-01_01-08-13_label_B1-0-0,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.1995__%2301-07-01_01-08-13_label_B1-0-0.mp4,1,1
Bad.Boys.1995__#01-17-05_01-19-29_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.1995__%2301-17-05_01-19-29_label_A.mp4,0,0
Bad.Boys.1995__#01-21-35_01-22-25_label_B1-0-0,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.1995__%2301-21-35_01-22-25_label_B1-0-0.mp4,1,1
Bad.Boys.1995__#01-30-37_01-32-44_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.1995__%2301-30-37_01-32-44_label_A.mp4,0,0
Bad.Boys.1995__#01-44-40_01-49-20_label_B2-G-B6,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.1995__%2301-44-40_01-49-20_label_B2-G-B6.mp4,1,2;6;5
Bad.Boys.1995__#01-52-45_01-53-19_label_B2-0-0,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.1995__%2301-52-45_01-53-19_label_B2-0-0.mp4,1,2
Bad.Boys.1995__#01-53-29_01-54-33_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.1995__%2301-53-29_01-54-33_label_A.mp4,0,0
Bad.Boys.II.2003__#00-11-06_00-12-10_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.II.2003__%2300-11-06_00-12-10_label_A.mp4,0,0
Bad.Boys.II.2003__#00-16-16_00-20-25_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.II.2003__%2300-16-16_00-20-25_label_A.mp4,0,0
Bad.Boys.II.2003__#00-23-01_00-25-06_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.II.2003__%2300-23-01_00-25-06_label_A.mp4,0,0
Bad.Boys.II.2003__#00-27-29_00-30-13_label_B6-B2-0,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.II.2003__%2300-27-29_00-30-13_label_B6-B2-0.mp4,1,5;2
Bad.Boys.II.2003__#00-30-16_00-36-53_label_B2-B6-G,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.II.2003__%2300-30-16_00-36-53_label_B2-B6-G.mp4,1,2;5;6
Bad.Boys.II.2003__#00-37-53_00-41-48_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.II.2003__%2300-37-53_00-41-48_label_A.mp4,0,0
Bad.Boys.II.2003__#00-43-05_00-44-20_label_B2-0-0,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.II.2003__%2300-43-05_00-44-20_label_B2-0-0.mp4,1,2
Bad.Boys.II.2003__#00-48-24_00-52-00_label_B2-0-0,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.II.2003__%2300-48-24_00-52-00_label_B2-0-0.mp4,1,2
Bad.Boys.II.2003__#00-56-45_00-58-40_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.II.2003__%2300-56-45_00-58-40_label_A.mp4,0,0
Bad.Boys.II.2003__#01-27-09_01-28-25_label_B2-B6-0,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.II.2003__%2301-27-09_01-28-25_label_B2-B6-0.mp4,1,2;5
Bad.Boys.II.2003__#01-29-04_01-30-03_label_B1-0-0,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.II.2003__%2301-29-04_01-30-03_label_B1-0-0.mp4,1,1
Bad.Boys.II.2003__#01-46-00_01-48-35_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.II.2003__%2301-46-00_01-48-35_label_A.mp4,0,0
Bad.Boys.II.2003__#02-05-15_02-05-36_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.II.2003__%2302-05-15_02-05-36_label_A.mp4,0,0
Bad.Boys.II.2003__#02-07-07_02-12-05_label_B2-G-0,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.II.2003__%2302-07-07_02-12-05_label_B2-G-0.mp4,1,2;6
Bad.Boys.II.2003__#02-13-42_02-15-02_label_B6-G-B2,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.II.2003__%2302-13-42_02-15-02_label_B6-G-B2.mp4,1,5;6;2
Bad.Boys.II.2003__#02-15-48_02-18-12_label_B2-G-0,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Bad.Boys.II.2003__%2302-15-48_02-18-12_label_B2-G-0.mp4,1,2;6
Be.with.You.2018__#00-01-45_00-02-50_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2300-01-45_00-02-50_label_A.mp4,0,0
Be.with.You.2018__#00-03-00_00-04-05_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2300-03-00_00-04-05_label_A.mp4,0,0
Be.with.You.2018__#00-05-52_00-08-22_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2300-05-52_00-08-22_label_A.mp4,0,0
Be.with.You.2018__#00-08-55_00-10-50_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2300-08-55_00-10-50_label_A.mp4,0,0
Be.with.You.2018__#00-11-00_00-15-08_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2300-11-00_00-15-08_label_A.mp4,0,0
Be.with.You.2018__#00-20-35_00-23-06_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2300-20-35_00-23-06_label_A.mp4,0,0
Be.with.You.2018__#00-25-20_00-29-20_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2300-25-20_00-29-20_label_A.mp4,0,0
Be.with.You.2018__#00-31-05_00-32-05_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2300-31-05_00-32-05_label_A.mp4,0,0
Be.with.You.2018__#00-32-07_00-36-45_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2300-32-07_00-36-45_label_A.mp4,0,0
Be.with.You.2018__#00-37-40_00-40-31_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2300-37-40_00-40-31_label_A.mp4,0,0
Be.with.You.2018__#00-40-52_00-42-01_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2300-40-52_00-42-01_label_A.mp4,0,0
Be.with.You.2018__#00-42-52_00-45-31_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2300-42-52_00-45-31_label_A.mp4,0,0
Be.with.You.2018__#00-45-40_00-47-30_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2300-45-40_00-47-30_label_A.mp4,0,0
Be.with.You.2018__#00-50-26_00-55-16_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2300-50-26_00-55-16_label_A.mp4,0,0
Be.with.You.2018__#00-57-20_00-58-17_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2300-57-20_00-58-17_label_A.mp4,0,0
Be.with.You.2018__#00-58-18_01-02-30_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2300-58-18_01-02-30_label_A.mp4,0,0
Be.with.You.2018__#01-21-22_01-25-40_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2301-21-22_01-25-40_label_A.mp4,0,0
Be.with.You.2018__#01-26-10_01-28-00_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2301-26-10_01-28-00_label_A.mp4,0,0
Be.with.You.2018__#01-29-31_01-31-00_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2301-29-31_01-31-00_label_A.mp4,0,0
Be.with.You.2018__#01-33-18_01-36-11_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2301-33-18_01-36-11_label_A.mp4,0,0
Be.with.You.2018__#01-39-05_01-41-00_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2301-39-05_01-41-00_label_A.mp4,0,0
Be.with.You.2018__#01-50-50_01-52-00_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2301-50-50_01-52-00_label_A.mp4,0,0
Be.with.You.2018__#01-52-20_01-58-00_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2301-52-20_01-58-00_label_A.mp4,0,0
Be.with.You.2018__#01-58-20_02-01-10_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Be.with.You.2018__%2301-58-20_02-01-10_label_A.mp4,0,0
Before.Sunrise.1995__#00-01-45_00-02-50_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunrise.1995__%2300-01-45_00-02-50_label_A.mp4,0,0
Before.Sunrise.1995__#00-05-52_00-08-22_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunrise.1995__%2300-05-52_00-08-22_label_A.mp4,0,0
Before.Sunrise.1995__#00-08-55_00-10-50_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunrise.1995__%2300-08-55_00-10-50_label_A.mp4,0,0
Before.Sunrise.1995__#00-11-00_00-15-08_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunrise.1995__%2300-11-00_00-15-08_label_A.mp4,0,0
Before.Sunrise.1995__#00-16-18_00-18-09_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunrise.1995__%2300-16-18_00-18-09_label_A.mp4,0,0
Before.Sunrise.1995__#00-20-35_00-23-06_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunrise.1995__%2300-20-35_00-23-06_label_A.mp4,0,0
Before.Sunrise.1995__#00-25-20_00-29-20_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunrise.1995__%2300-25-20_00-29-20_label_A.mp4,0,0
Before.Sunrise.1995__#00-31-05_00-32-05_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunrise.1995__%2300-31-05_00-32-05_label_A.mp4,0,0
Before.Sunrise.1995__#00-32-07_00-36-45_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunrise.1995__%2300-32-07_00-36-45_label_A.mp4,0,0
Before.Sunrise.1995__#00-37-40_00-40-31_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunrise.1995__%2300-37-40_00-40-31_label_A.mp4,0,0
Before.Sunrise.1995__#00-45-40_00-47-30_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunrise.1995__%2300-45-40_00-47-30_label_A.mp4,0,0
Before.Sunrise.1995__#00-50-26_00-55-16_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunrise.1995__%2300-50-26_00-55-16_label_A.mp4,0,0
Before.Sunrise.1995__#00-57-20_00-58-17_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunrise.1995__%2300-57-20_00-58-17_label_A.mp4,0,0
Before.Sunrise.1995__#00-58-18_01-02-30_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunrise.1995__%2300-58-18_01-02-30_label_A.mp4,0,0
Before.Sunrise.1995__#01-14-30_01-16-59_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunrise.1995__%2301-14-30_01-16-59_label_A.mp4,0,0
Before.Sunrise.1995__#01-21-22_01-25-40_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunrise.1995__%2301-21-22_01-25-40_label_A.mp4,0,0
Before.Sunrise.1995__#01-28-31_01-31-00_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunrise.1995__%2301-28-31_01-31-00_label_A.mp4,0,0
Before.Sunrise.1995__#01-31-18_01-36-11_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunrise.1995__%2301-31-18_01-36-11_label_A.mp4,0,0
Before.Sunset.2004__#00-01-45_00-02-50_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunset.2004__%2300-01-45_00-02-50_label_A.mp4,0,0
Before.Sunset.2004__#00-03-00_00-04-05_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunset.2004__%2300-03-00_00-04-05_label_A.mp4,0,0
Before.Sunset.2004__#00-04-20_00-05-35_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunset.2004__%2300-04-20_00-05-35_label_A.mp4,0,0
Before.Sunset.2004__#00-05-52_00-08-22_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunset.2004__%2300-05-52_00-08-22_label_A.mp4,0,0
Before.Sunset.2004__#00-08-55_00-10-50_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunset.2004__%2300-08-55_00-10-50_label_A.mp4,0,0
Before.Sunset.2004__#00-11-00_00-15-08_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunset.2004__%2300-11-00_00-15-08_label_A.mp4,0,0
Before.Sunset.2004__#00-16-18_00-18-09_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunset.2004__%2300-16-18_00-18-09_label_A.mp4,0,0
Before.Sunset.2004__#00-18-18_00-20-09_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunset.2004__%2300-18-18_00-20-09_label_A.mp4,0,0
Before.Sunset.2004__#00-20-35_00-23-06_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunset.2004__%2300-20-35_00-23-06_label_A.mp4,0,0
Before.Sunset.2004__#00-25-20_00-29-20_label_A,https://huggingface.co/datasets/jherng/xd-violence/resolve/main/data/video/1-1004/Before.Sunset.2004__%2300-25-20_00-29-20_label_A.mp4,0,0
